,ts_name,run,forecast_type,error_metric,error,level
160,QLD-Male-Sentenced,1,original,MASE,0.9104779411764706,4
161,QLD-Male-Sentenced,1,adjusted,MASE,4.480773088235296,4
162,QLD-Male-Sentenced,1,original,SMAPE,1.2582624307530381,4
163,QLD-Male-Sentenced,1,adjusted,SMAPE,6.019152960467438,4
164,SA-Female-Remanded,1,original,MASE,3.123548691317323,4
165,SA-Female-Remanded,1,adjusted,MASE,2.9724397671428577,4
166,SA-Female-Remanded,1,original,SMAPE,16.70567275503042,4
167,SA-Female-Remanded,1,adjusted,SMAPE,15.847226919222202,4
168,SA-Female-Sentenced,1,original,MASE,3.1706360249066843,4
169,SA-Female-Sentenced,1,adjusted,MASE,4.6859348170731705,4
170,SA-Female-Sentenced,1,original,SMAPE,10.491922254901736,4
171,SA-Female-Sentenced,1,adjusted,SMAPE,15.094174529446652,4
172,SA-Male-Remanded,1,original,MASE,5.410568605323101,4
173,SA-Male-Remanded,1,adjusted,MASE,4.76425573777174,4
174,SA-Male-Remanded,1,original,SMAPE,13.183551227438716,4
175,SA-Male-Remanded,1,adjusted,SMAPE,11.51547558901447,4
176,SA-Male-Sentenced,1,original,MASE,2.6704473692718214,4
177,SA-Male-Sentenced,1,adjusted,MASE,3.859405911264613,4
178,SA-Male-Sentenced,1,original,SMAPE,3.757739542265823,4
179,SA-Male-Sentenced,1,adjusted,SMAPE,5.386187577396247,4
180,TAS-Female-Remanded,1,original,MASE,3.239669701022707,4
181,TAS-Female-Remanded,1,adjusted,MASE,4.5711147444444435,4
182,TAS-Female-Remanded,1,original,SMAPE,78.89308320924913,4
183,TAS-Female-Remanded,1,adjusted,SMAPE,137.12527128822396,4
184,TAS-Female-Sentenced,1,original,MASE,1.9964415334234744,4
185,TAS-Female-Sentenced,1,adjusted,MASE,2.0331329735294124,4
186,TAS-Female-Sentenced,1,original,SMAPE,29.050747855933896,4
187,TAS-Female-Sentenced,1,adjusted,SMAPE,29.89477937019689,4
188,TAS-Male-Remanded,1,original,MASE,5.355388856583651,4
189,TAS-Male-Remanded,1,adjusted,MASE,4.469850354466859,4
190,TAS-Male-Remanded,1,original,SMAPE,44.8171996774405,4
191,TAS-Male-Remanded,1,adjusted,SMAPE,36.03523299952271,4
192,TAS-Male-Sentenced,1,original,MASE,2.1606524577648174,4
193,TAS-Male-Sentenced,1,adjusted,MASE,2.9564422313084116,4
194,TAS-Male-Sentenced,1,original,SMAPE,10.149785446467252,4
195,TAS-Male-Sentenced,1,adjusted,SMAPE,14.196416733335463,4
196,VIC-Female-Remanded,1,original,MASE,6.24056240514876,4
197,VIC-Female-Remanded,1,adjusted,MASE,4.070527778571428,4
198,VIC-Female-Remanded,1,original,SMAPE,19.855168191726847,4
199,VIC-Female-Remanded,1,adjusted,SMAPE,12.312486786284909,4
200,VIC-Female-Sentenced,1,original,MASE,3.816868040917211,4
201,VIC-Female-Sentenced,1,adjusted,MASE,5.771322947707736,4
202,VIC-Female-Sentenced,1,original,SMAPE,11.530406999191497,4
203,VIC-Female-Sentenced,1,adjusted,SMAPE,16.852069291188116,4
204,VIC-Male-Remanded,1,original,MASE,6.162452059743197,4
205,VIC-Male-Remanded,1,adjusted,MASE,4.625603125,4
206,VIC-Male-Remanded,1,original,SMAPE,14.942792803617595,4
207,VIC-Male-Remanded,1,adjusted,SMAPE,10.878866539089916,4
208,VIC-Male-Sentenced,1,original,MASE,7.709332024674823,4
209,VIC-Male-Sentenced,1,adjusted,MASE,7.326487991266374,4
210,VIC-Male-Sentenced,1,original,SMAPE,12.403509615308108,4
211,VIC-Male-Sentenced,1,adjusted,SMAPE,11.860913747801602,4
212,WA-Female-Remanded,1,original,MASE,3.9988894524005034,4
213,WA-Female-Remanded,1,adjusted,MASE,3.4733779166666676,4
214,WA-Female-Remanded,1,original,SMAPE,17.978585271157453,4
215,WA-Female-Remanded,1,adjusted,SMAPE,15.312867321620205,4
216,WA-Female-Sentenced,1,original,MASE,1.3182127932978385,4
217,WA-Female-Sentenced,1,adjusted,MASE,1.1721135112660952,4
218,WA-Female-Sentenced,1,original,SMAPE,4.136354879026189,4
219,WA-Female-Sentenced,1,adjusted,SMAPE,3.6656649957457086,4
220,WA-Male-Remanded,1,original,MASE,7.158174231113064,4
221,WA-Male-Remanded,1,adjusted,MASE,6.846237374999999,4
222,WA-Male-Remanded,1,original,SMAPE,17.951553083554245,4
223,WA-Male-Remanded,1,adjusted,SMAPE,17.064964597235523,4
224,WA-Male-Sentenced,1,original,MASE,2.2557060058018488,4
225,WA-Male-Sentenced,1,adjusted,MASE,0.9797028749999995,4
226,WA-Male-Sentenced,1,original,SMAPE,3.8707465312237233,4
227,WA-Male-Sentenced,1,adjusted,SMAPE,1.654396281575722,4
228,ACT-Female-Remanded-ATSI,1,original,MASE,3.2871977205562404,5
229,ACT-Female-Remanded-ATSI,1,adjusted,MASE,3.5590822273499993,5
230,ACT-Female-Remanded-ATSI,1,original,SMAPE,84.10550367041354,5
231,ACT-Female-Remanded-ATSI,1,adjusted,SMAPE,95.86132961747784,5
232,ACT-Female-Remanded-Non-ATSI,1,original,MASE,1.9888617583634756,5
233,ACT-Female-Remanded-Non-ATSI,1,adjusted,MASE,1.7698839256944445,5
234,ACT-Female-Remanded-Non-ATSI,1,original,SMAPE,49.456304801664785,5
235,ACT-Female-Remanded-Non-ATSI,1,adjusted,SMAPE,42.56216782720914,5
236,ACT-Female-Sentenced-ATSI,1,original,MASE,2.8344804526380494,5
237,ACT-Female-Sentenced-ATSI,1,adjusted,MASE,2.7855125805,5
238,ACT-Female-Sentenced-ATSI,1,original,SMAPE,62.4852936752513,5
239,ACT-Female-Sentenced-ATSI,1,adjusted,SMAPE,60.201941053431916,5
240,ACT-Female-Sentenced-Non-ATSI,1,original,MASE,1.059782608695652,5
241,ACT-Female-Sentenced-Non-ATSI,1,adjusted,MASE,1.1044444619565217,5
242,ACT-Female-Sentenced-Non-ATSI,1,original,SMAPE,19.59295696316326,5
243,ACT-Female-Sentenced-Non-ATSI,1,adjusted,SMAPE,20.159986831942227,5
244,ACT-Male-Remanded-ATSI,1,original,MASE,4.662116825407674,5
245,ACT-Male-Remanded-ATSI,1,adjusted,MASE,4.904683958096591,5
246,ACT-Male-Remanded-ATSI,1,original,SMAPE,50.02665570676279,5
247,ACT-Male-Remanded-ATSI,1,adjusted,SMAPE,53.374946674158764,5
248,ACT-Male-Remanded-Non-ATSI,1,original,MASE,3.1394964019141636,5
249,ACT-Male-Remanded-Non-ATSI,1,adjusted,MASE,3.1430644759090915,5
250,ACT-Male-Remanded-Non-ATSI,1,original,SMAPE,25.807664426155156,5
251,ACT-Male-Remanded-Non-ATSI,1,adjusted,SMAPE,25.840613337857377,5
252,ACT-Male-Sentenced-ATSI,1,original,MASE,3.5581856674827628,5
253,ACT-Male-Sentenced-ATSI,1,adjusted,MASE,2.23392725105042,5
254,ACT-Male-Sentenced-ATSI,1,original,SMAPE,21.176043844318958,5
255,ACT-Male-Sentenced-ATSI,1,adjusted,SMAPE,12.878309302024144,5
256,ACT-Male-Sentenced-Non-ATSI,1,original,MASE,1.3283005617977528,5
257,ACT-Male-Sentenced-Non-ATSI,1,adjusted,MASE,1.3111552141853933,5
258,ACT-Male-Sentenced-Non-ATSI,1,original,SMAPE,6.239041720259837,5
259,ACT-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,6.159223010063415,5
260,NSW-Female-Remanded-ATSI,1,original,MASE,5.954604315440596,5
261,NSW-Female-Remanded-ATSI,1,adjusted,MASE,6.296920196576763,5
262,NSW-Female-Remanded-ATSI,1,original,SMAPE,38.672759760909614,5
263,NSW-Female-Remanded-ATSI,1,adjusted,SMAPE,41.410998159629344,5
264,NSW-Female-Remanded-Non-ATSI,1,original,MASE,12.017441953906202,5
265,NSW-Female-Remanded-Non-ATSI,1,adjusted,MASE,12.071623405612243,5
266,NSW-Female-Remanded-Non-ATSI,1,original,SMAPE,44.395192536024894,5
267,NSW-Female-Remanded-Non-ATSI,1,adjusted,SMAPE,44.64577706428531,5
268,NSW-Female-Sentenced-ATSI,1,original,MASE,2.3762980654481822,5
269,NSW-Female-Sentenced-ATSI,1,adjusted,MASE,2.010735173410404,5
270,NSW-Female-Sentenced-ATSI,1,original,SMAPE,11.633857973929477,5
271,NSW-Female-Sentenced-ATSI,1,adjusted,SMAPE,9.726767333424075,5
272,NSW-Female-Sentenced-Non-ATSI,1,original,MASE,2.7177331852418964,5
273,NSW-Female-Sentenced-Non-ATSI,1,adjusted,MASE,2.41175968275488,5
274,NSW-Female-Sentenced-Non-ATSI,1,original,SMAPE,9.167974162816192,5
275,NSW-Female-Sentenced-Non-ATSI,1,adjusted,SMAPE,8.080773781586165,5
276,NSW-Male-Remanded-ATSI,1,original,MASE,4.894156598112429,5
277,NSW-Male-Remanded-ATSI,1,adjusted,MASE,5.072399170761671,5
278,NSW-Male-Remanded-ATSI,1,original,SMAPE,21.578513251819068,5
279,NSW-Male-Remanded-ATSI,1,adjusted,SMAPE,22.458123301705292,5
280,NSW-Male-Remanded-Non-ATSI,1,original,MASE,10.110360333551222,5
281,NSW-Male-Remanded-Non-ATSI,1,adjusted,MASE,10.24922664295393,5
282,NSW-Male-Remanded-Non-ATSI,1,original,SMAPE,22.5582890171377,5
283,NSW-Male-Remanded-Non-ATSI,1,adjusted,SMAPE,22.908362894858886,5
284,NSW-Male-Sentenced-ATSI,1,original,MASE,6.255188423484965,5
285,NSW-Male-Sentenced-ATSI,1,adjusted,MASE,4.2141237345679015,5
286,NSW-Male-Sentenced-ATSI,1,original,SMAPE,10.953341885210236,5
287,NSW-Male-Sentenced-ATSI,1,adjusted,SMAPE,7.224810920793311,5
288,NSW-Male-Sentenced-Non-ATSI,1,original,MASE,4.628464512445239,5
289,NSW-Male-Sentenced-Non-ATSI,1,adjusted,MASE,3.7348440518318062,5
290,NSW-Male-Sentenced-Non-ATSI,1,original,SMAPE,4.973769613348644,5
291,NSW-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,3.991284525721094,5
292,NT-Female-Remanded-ATSI,1,original,MASE,1.8018330376867555,5
293,NT-Female-Remanded-ATSI,1,adjusted,MASE,2.1394473383458648,5
294,NT-Female-Remanded-ATSI,1,original,SMAPE,16.546380693240575,5
295,NT-Female-Remanded-ATSI,1,adjusted,SMAPE,19.172404506856207,5
296,NT-Female-Remanded-Non-ATSI,1,original,MASE,5.423495260214798,5
297,NT-Female-Remanded-Non-ATSI,1,adjusted,MASE,5.112389389864865,5
298,NT-Female-Remanded-Non-ATSI,1,original,SMAPE,74.92135551252723,5
299,NT-Female-Remanded-Non-ATSI,1,adjusted,SMAPE,68.51452207586442,5
300,NT-Female-Sentenced-ATSI,1,original,MASE,3.010198944724681,5
301,NT-Female-Sentenced-ATSI,1,adjusted,MASE,3.0482967901119404,5
302,NT-Female-Sentenced-ATSI,1,original,SMAPE,13.827424779953063,5
303,NT-Female-Sentenced-ATSI,1,adjusted,SMAPE,14.02912912364895,5
304,NT-Female-Sentenced-Non-ATSI,1,original,MASE,3.6667691416655077,5
305,NT-Female-Sentenced-Non-ATSI,1,adjusted,MASE,4.409042816176471,5
306,NT-Female-Sentenced-Non-ATSI,1,original,SMAPE,33.80533643721662,5
307,NT-Female-Sentenced-Non-ATSI,1,adjusted,SMAPE,44.449595247371334,5
308,NT-Male-Remanded-ATSI,1,original,MASE,1.2967937390482331,5
309,NT-Male-Remanded-ATSI,1,adjusted,MASE,1.377580621921182,5
310,NT-Male-Remanded-ATSI,1,original,SMAPE,7.4354644207362846,5
311,NT-Male-Remanded-ATSI,1,adjusted,SMAPE,7.875686439221768,5
312,NT-Male-Remanded-Non-ATSI,1,original,MASE,0.9304546742442559,5
313,NT-Male-Remanded-Non-ATSI,1,adjusted,MASE,1.2445147989130432,5
314,NT-Male-Remanded-Non-ATSI,1,original,SMAPE,7.359591668055378,5
315,NT-Male-Remanded-Non-ATSI,1,adjusted,SMAPE,9.792843333623157,5
316,NT-Male-Sentenced-ATSI,1,original,MASE,1.1746636074045775,5
317,NT-Male-Sentenced-ATSI,1,adjusted,MASE,1.1325782067262462,5
318,NT-Male-Sentenced-ATSI,1,original,SMAPE,3.4583909294077975,5
319,NT-Male-Sentenced-ATSI,1,adjusted,SMAPE,3.3390758456629173,5
320,NT-Male-Sentenced-Non-ATSI,1,original,MASE,2.4932470589420257,5
321,NT-Male-Sentenced-Non-ATSI,1,adjusted,MASE,2.97272625,5
322,NT-Male-Sentenced-Non-ATSI,1,original,SMAPE,12.551041476024977,5
323,NT-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,15.177081564370177,5
324,QLD-Female-Remanded-ATSI,1,original,MASE,3.6640253916145724,5
325,QLD-Female-Remanded-ATSI,1,adjusted,MASE,3.0573737923228346,5
326,QLD-Female-Remanded-ATSI,1,original,SMAPE,18.861842490629964,5
327,QLD-Female-Remanded-ATSI,1,adjusted,SMAPE,15.560456353275079,5
328,QLD-Female-Remanded-Non-ATSI,1,original,MASE,6.992142853794819,5
329,QLD-Female-Remanded-Non-ATSI,1,adjusted,MASE,5.613678385714285,5
330,QLD-Female-Remanded-Non-ATSI,1,original,SMAPE,24.839909804573715,5
331,QLD-Female-Remanded-Non-ATSI,1,adjusted,SMAPE,19.380047322248306,5
332,QLD-Female-Sentenced-ATSI,1,original,MASE,2.9948333558517,5
333,QLD-Female-Sentenced-ATSI,1,adjusted,MASE,5.212246489726027,5
334,QLD-Female-Sentenced-ATSI,1,original,SMAPE,12.533609296636689,5
335,QLD-Female-Sentenced-ATSI,1,adjusted,SMAPE,20.74606797749039,5
336,QLD-Female-Sentenced-Non-ATSI,1,original,MASE,1.909774506293294,5
337,QLD-Female-Sentenced-Non-ATSI,1,adjusted,MASE,3.3931310740938163,5
338,QLD-Female-Sentenced-Non-ATSI,1,original,SMAPE,7.233701899387923,5
339,QLD-Female-Sentenced-Non-ATSI,1,adjusted,SMAPE,12.418654070118782,5
340,QLD-Male-Remanded-ATSI,1,original,MASE,3.3896997817882046,5
341,QLD-Male-Remanded-ATSI,1,adjusted,MASE,2.5303460133744853,5
342,QLD-Male-Remanded-ATSI,1,original,SMAPE,13.239959538607646,5
343,QLD-Male-Remanded-ATSI,1,adjusted,SMAPE,9.643529655459835,5
344,QLD-Male-Remanded-Non-ATSI,1,original,MASE,10.044155825734537,5
345,QLD-Male-Remanded-Non-ATSI,1,adjusted,MASE,8.57378888888889,5
346,QLD-Male-Remanded-Non-ATSI,1,original,SMAPE,19.256323422683202,5
347,QLD-Male-Remanded-Non-ATSI,1,adjusted,SMAPE,16.092289279109075,5
348,QLD-Male-Sentenced-ATSI,1,original,MASE,5.295800604511102,5
349,QLD-Male-Sentenced-ATSI,1,adjusted,MASE,7.552211107748183,5
350,QLD-Male-Sentenced-ATSI,1,original,SMAPE,9.53418673107089,5
351,QLD-Male-Sentenced-ATSI,1,adjusted,SMAPE,13.35947358808508,5
352,QLD-Male-Sentenced-Non-ATSI,1,original,MASE,0.6130269994938997,5
353,QLD-Male-Sentenced-Non-ATSI,1,adjusted,MASE,1.7349713596249312,5
354,QLD-Male-Sentenced-Non-ATSI,1,original,SMAPE,0.8414726918758244,5
355,QLD-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,2.3738070557600386,5
356,SA-Female-Remanded-ATSI,1,original,MASE,2.26665103297386,5
357,SA-Female-Remanded-ATSI,1,adjusted,MASE,1.7098278843749999,5
358,SA-Female-Remanded-ATSI,1,original,SMAPE,26.817286903478717,5
359,SA-Female-Remanded-ATSI,1,adjusted,SMAPE,19.36756254192446,5
360,SA-Female-Remanded-Non-ATSI,1,original,MASE,3.2481783535527273,5
361,SA-Female-Remanded-Non-ATSI,1,adjusted,MASE,3.349165282894737,5
362,SA-Female-Remanded-Non-ATSI,1,original,SMAPE,19.704242769943438,5
363,SA-Female-Remanded-Non-ATSI,1,adjusted,SMAPE,20.348209274226754,5
364,SA-Female-Sentenced-ATSI,1,original,MASE,1.712174522105899,5
365,SA-Female-Sentenced-ATSI,1,adjusted,MASE,3.441600654761905,5
366,SA-Female-Sentenced-ATSI,1,original,SMAPE,12.954409324080748,5
367,SA-Female-Sentenced-ATSI,1,adjusted,SMAPE,24.18603350551436,5
368,SA-Female-Sentenced-Non-ATSI,1,original,MASE,1.7455690822651766,5
369,SA-Female-Sentenced-Non-ATSI,1,adjusted,MASE,2.8089770947265635,5
370,SA-Female-Sentenced-Non-ATSI,1,original,SMAPE,7.903185170900012,5
371,SA-Female-Sentenced-Non-ATSI,1,adjusted,SMAPE,12.365994854688406,5
372,SA-Male-Remanded-ATSI,1,original,MASE,3.8479723411344366,5
373,SA-Male-Remanded-ATSI,1,adjusted,MASE,1.9873849218749997,5
374,SA-Male-Remanded-ATSI,1,original,SMAPE,17.00930425821375,5
375,SA-Male-Remanded-ATSI,1,adjusted,SMAPE,8.265614215043398,5
376,SA-Male-Remanded-Non-ATSI,1,original,MASE,5.278581959639619,5
377,SA-Male-Remanded-Non-ATSI,1,adjusted,MASE,4.6146470716112535,5
378,SA-Male-Remanded-Non-ATSI,1,original,SMAPE,14.825115305471742,5
379,SA-Male-Remanded-Non-ATSI,1,adjusted,SMAPE,12.849098170865393,5
380,SA-Male-Sentenced-ATSI,1,original,MASE,2.0819982857645942,5
381,SA-Male-Sentenced-ATSI,1,adjusted,MASE,3.393260574048912,5
382,SA-Male-Sentenced-ATSI,1,original,SMAPE,5.719887584223556,5
383,SA-Male-Sentenced-ATSI,1,adjusted,SMAPE,9.140107232121048,5
384,SA-Male-Sentenced-Non-ATSI,1,original,MASE,2.2014366894499124,5
385,SA-Male-Sentenced-Non-ATSI,1,adjusted,MASE,2.989937813676287,5
386,SA-Male-Sentenced-Non-ATSI,1,original,SMAPE,3.287431377781838,5
387,SA-Male-Sentenced-Non-ATSI,1,adjusted,SMAPE,4.441680210730974,5
